1,3,3,3,WUMPUS,-7,4
1,3,3,3,PIT,-33,13
1,3,3,3,WUMPUS,-32,22
1,3,3,3,WUMPUS,-27,18
1,3,3,3,PIT,-35,24
1,3,3,3,WUMPUS,-43,30
1,3,3,3,GOLD,165,26
1,3,3,3,GOLD,178,18
1,3,3,3,GOLD,182,14
1,3,3,3,GOLD,180,16
1,3,3,3,GOLD,174,20
1,3,3,3,GOLD,184,14
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,184,12
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
1,3,3,3,GOLD,188,10
